sentence_id,clean_text,obfuscated_text,obf_level,meta_label
955,"Send backup, radio is down","$3ñd b4(kvp1 , r4dio !5 #d0wñ$",high,THREAT
956,"The source may shift position, keep eyes open","7h3 s0v®(3 m@y 5#1ft p0$!7i0ñ , ke73p eye$ 0p3ñ",high,THREAT
957,"Multiple crossings detected near border side, alert command","Multip1e  crossings dete(ted ñea® borde® side , alert command",medium,THREAT
958,"Payload drop scheduled at 0130 hrs, confirm logistics","P@yl0d -dr0p $c#3du|ed at 0130 hr$ , confirm 1ogisti(s",medium,HATE
959,"Sector 10 shows suspicious activity, verify","Sector 10 shows suspicious activity , verify",low,SAFE
960,"Transmission jam detected, postpone the meeting","7®54ñsm!5sioñ jam d37e(7ed , p057p0ñ3 th3 #me37!ñ9#",high,THREAT
961,"Tango spotted near checkpoint, move to cover","Tango spotted near checkpoint , move to cover",low,HATE
962,All units remain in blackout; maintain radio silence,Al1 ñ!t5 -r3ma!ñ in blackout ; ma1n7@iñ rad!o si|en(e,medium,SAFE
963,"The source may shift position, keep eyes open","The source m-@y shift position , ke3p 3y3$ 0p3ñ",medium,THREAT
964,All units remain in blackout; maintain radio silence,All units remain in blackout ; maintain radio sil3nce,low,THREAT
965,"Payload drop scheduled at 0730 hrs, confirm logistics","P@y|oad drop schedvl3d at 0730 hrs , (oñfirm logistics",medium,THREAT
966,Unverified reports suggest agitators gathering,vnverif1ed _®3ports 5u99est 9itat0rs g7her!ñ9,medium,SAFE
967,"Send backup, radio is down","Send ba(kup , radio 1s down",low,SAFE
968,"Send backup, radio is down","Send backup , radio is down",low,SAFE
969,Need to secure base at dawn,Need to se(u®e base 47 dawn,low,THREAT
970,"Zone-1 reports hostile movement, silent mode on","Z0ñe - 14 r3p0rt5 #ho4s7!l3$ mov3meñt , 5il3ñt m0de on",high,SAFE
971,All units remain in blackout; maintain radio silence,Al1 units r3main iñ blackout ; ma1ntain radio sileñce,low,HATE
972,"The source may shift position, keep eyes open","The source may shift position , keep ey3s open",low,THREAT
973,Unverified reports suggest agitators gathering,Unverified r3port5 suggest agitators gath3ring,medium,SAFE
974,Code Alpha – maintain schedule,Code Alpha – maintain schedule,medium,THREAT
975,"Tango spotted near checkpoint, move to cover","Tango  spotted n3ar checkpoint , mov3 to c0ve®",low,SAFE
976,"The source may shift position, keep eyes open","7he $ource may sh1f7 p0$!tioñ , keep 3y35 opeñ",medium,HATE
977,"Multiple crossings detected near border side, alert command","$Mv|tiple@ cro$5ings d373(t3d @n32@®@ 80®de® @$1de@ , 4le®t @(omm4ñd#",high,HATE
978,Recon reports possible infiltration near hill-6,$R3c0ñ@ ®ep0®7$ #p055ibl3@ !ñfi17r@7i0ñ ñea® h!ll - #6$,high,THREAT
979,"Sector 2 shows suspicious activity, verify","$3(70r 21 #s#0w5$ su$p!(i0v$ ac7!vity , ve®1fy",high,THREAT
980,"Payload drop scheduled at 0730 hrs, confirm logistics","Payload d®op schedu1ed at 0730 hrs , (0ñfirm logistics",low,HATE
981,"Civilian movement reported near checkpoint, caution","Civili4n movement reported n3ar checkpoint , caution",low,SAFE
982,Code Alpha – maintain schedule,Cod3 Alp#a – maint41ñ sch3du1e,medium,SAFE
983,"Sector 4 shows suspicious activity, verify","Sector 4 sh0ws suspicious act1vi7y , v3rify",low,THREAT
984,"Payload drop scheduled at 0130 hrs, confirm logistics","P@y10ad drop scheduled a7 0130 hr5 , (onf1rm 10gi$ti(s",medium,THREAT
985,"Target confirmed near sector 2, stay alert","Target  c0nfirmed near sector 2 , st4y alert",low,SAFE
986,"Patrol cancelled, area seems unsafe","Patrol cancelled , area 5eems unsafe",low,HATE
987,Mission NeonSky aborted due to system anomaly,Missioñ NeonSky a8o®73d due to system anomaly,low,SAFE
988,Recon reports possible infiltration near hill-5,Re(n ®epo®7s possible infiltration nea® hill - 5,medium,SAFE
989,"Sector 11 shows suspicious activity, verify","Sector 11 shows susp!(i0$ activity , verify",medium,SAFE
990,"Patrol cancelled, area seems unsafe","Patro1 cancelled , area s3ems un5afe",low,SAFE
991,Establish perimeter and monitor the north ridge,_Establ1$h perimeter añd moñi70r the north ridge,medium,SAFE
992,"Multiple crossings detected near border side, alert command","Multiple crossings d3te(7ed near border s1d3 , alert c0mmañd",medium,SAFE
993,"Patrol cancelled, area seems unsafe","Patrol can(elled , are@ se3m$ vñsaf3",medium,HATE
994,"Operation Delta in two minutes, finalize readiness","Operation Delta in two minutes , finalize readiness",low,SAFE
995,"Civilian movement reported near checkpoint, caution","Civilian movement reported near checkpoint , caution",low,HATE
996,"Tango spotted near checkpoint, move to cover","7ang0 spott3d near checkp0int , mov3 to cover",low,THREAT
997,Code Alpha – maintain schedule,Code Alpha – maintain sc#edvl3,medium,SAFE
998,Code Alpha – maintain schedule,(ode Alpha – maintain schedvl3,low,SAFE
999,Need to secure base at dawn,#Need5# @70# $9$e(ur3$ 84$3 $3@7$ d4wñ,high,SAFE
1000,"Zone-D reports hostile movement, silent mode on","Z0ñe - D ®eprts hos7il3 movement , $!l3n7 m0d3 on",medium,THREAT
1001,Code Alpha – maintain schedule,#(od3@ 4|p#a – m@in73a1n 5(#3dv|3,high,HATE
1002,"Civilian movement reported near checkpoint, caution","Civilian m0v3meñ7 report3d n3ar c#eckp!ñ7 , caution",medium,THREAT
1003,Code Alpha – maintain schedule,Code Alpha – maintain schedule,low,HATE
1004,"Civilian movement reported near checkpoint, caution","Civilian mov3m3ñt ®3p0rted n3ar (h3ckpoiñ7 , cutiñ",medium,THREAT
1005,"Sector 11 shows suspicious activity, verify","Sector 11 5hows suspicious activity , verify",low,THREAT
1006,"Payload drop scheduled at 0130 hrs, confirm logistics","P4y|o4d6 d®op 5(#3du|3d a57 0130 #h®5# , (0nfi®m @l0gi$ti($#",high,THREAT
1007,"Sector 11 shows suspicious activity, verify","Sector 11 shows suspicious activity , verify",low,SAFE
1008,"Send backup, radio is down","$Send$ back9vp , ®@di0 $!$$ d0wn",high,THREAT
1009,"Patrol cancelled, area seems unsafe","P47®o| c4ñ(e1|3d , @®34 s33m5 vñ$4f3",high,HATE
1010,"Send backup, radio is down","$end  8@(5kvp , ®4di00 !5 d0w1ñ",high,HATE
1011,Mission NeonSky aborted due to system anomaly,Mission NeonSky 4bort3d due 7o syst3m anomaly,low,HATE
1012,Establish perimeter and monitor the north ridge,#3$7a8|!5#@ p3rim373® #añd$ moñ1t0® 7#3 n0®t# @®!dg3#,high,HATE
1013,"Package status unclear, abort the handover","P@ckage status uñclear , abort t#3 handover",medium,SAFE
1014,"Multiple crossings detected near border side, alert command","0Mult!ple (®05$iñ9$ d373(t3d $ñ3a®$ b0®d3® side , 413®t (ommañd",high,SAFE
1015,Need to secure base at dawn,Need to secure base at dawn,low,THREAT
1016,"Sector 2 shows suspicious activity, verify","5ec7or 2 shows suspicious ac7ivity , v3rify",low,SAFE
1017,"Tango spotted near checkpoint, move to cover","7an900 $p07ted n3@® #(#3ckp0!ñ7# , m0ve 70 (0v3®",high,SAFE
1018,"Civilian movement reported near checkpoint, caution","Civilian movment reported near c#e(kp0!nt , caution",medium,SAFE
1019,"The source may shift position, keep eyes open","T#3 s0v®(3 may $h1f7 positi0ñ , k3ep 23y3s 9opeñ",high,HATE
1020,"Patrol cancelled, area seems unsafe","Patro1 (@n(ell3d , are44 $e3ems uñ54f33",high,HATE
1021,"Sector 12 shows suspicious activity, verify","Sector 12 shows suspicious a(7iv17y , verify",low,THREAT
1022,"The source may shift position, keep eyes open","The source may shift posi7ion , keep eyes 0pen",low,SAFE
1023,All units remain in blackout; maintain radio silence,All units rema1ñ in b1ackout ; mainta1ñ radio silence,low,HATE
1024,"Operation Delta in two minutes, finalize readiness","Op3ra7!oñ Del7a in two m1nutes , fiñ@|!z3 readiness",medium,HATE
1025,Mission NeonSky aborted due to system anomaly,M!$5i0ñ ñe0ñSk3y #@8o®t3d# dv3 @70$ 5y5te6m @ñ0m@1y,high,HATE
1026,"Sector 9 shows suspicious activity, verify","Sector 9 shows suspicious ac71vity , verify",low,SAFE
1027,"The source may shift position, keep eyes open","The source may shift position , keep eyes open",low,THREAT
1028,Recon reports possible infiltration near hill-4,Recon reports possible infiltration ñe4r hill - 4,low,THREAT
1029,Code Alpha – maintain schedule,Code Alp#4 – maintaiñ schedule,low,SAFE
1030,"Transmission jam detected, postpone the meeting","Trañsmissiñ jam _d37e(7ed , p0stpon th3 meeting",medium,HATE
1031,"Patrol cancelled, area seems unsafe","Patrol c4ncel|ed , r3_a seems unsafe",medium,SAFE
1032,"Send backup, radio is down","$eñd backup , r@d!0 is d0wn",medium,THREAT
1033,"The source may shift position, keep eyes open","The source may 5#if7 posit10n , k3ep ey3s open",low,SAFE
1034,Need to secure base at dawn,N33d to secure ba53 at dawn,low,SAFE
1035,"Transmission jam detected, postpone the meeting","Transmission jam detected , postpone the meeting",low,THREAT
1036,"The source may shift position, keep eyes open","The 50vrce may sh1ft posi7ion , keep eyes open",low,THREAT
1037,Establish perimeter and monitor the north ridge,Establish perimeter añd moni70r the ño®th ridge,low,HATE
1038,Code Alpha – maintain schedule,Code Alpha – maintain schedule,low,THREAT
1039,Establish perimeter and monitor the north ridge,Es7ablish pe®imeter and monitor the north r1d9e,low,SAFE
1040,"Transmission jam detected, postpone the meeting","@7r@ñsmiss1on# j@m $d373(te0d$ , $p05tp0ñe# 7#3 m337in9",high,SAFE
1041,Unverified reports suggest agitators gathering,@4Unv3®if13d# #rep0rts@ sv99357 49ita7o®5 g@t#e®!ñg,high,THREAT
1042,Unverified reports suggest agitators gathering,Unverified reports sugg3st agitators gathering,low,HATE
1043,All units remain in blackout; maintain radio silence,All units rema1n in bl4ck0ut ; maintain radio silence,low,THREAT
1044,"Target confirmed near sector 12, stay alert","Target c0nfirmed near sector 12 , 5tay alert",low,HATE
1045,"Multiple crossings detected near border side, alert command","Mult1pl cross!n9s detected n3@r b0rde® side , alert command",medium,THREAT
1046,Mission NeonSky aborted due to system anomaly,M!ssion ñ3o-ñSky abrt3d due to system an0ma1y,medium,SAFE
1047,Code Alpha – maintain schedule,Code Alpha – maintain schedule,low,HATE
1048,"Civilian movement reported near checkpoint, caution","@(1v1l!@ñ@ m0v3m3ñt ®3por7ed ñear @(#e(kp0in7# , $(@ut10n@",high,SAFE
1049,Unverified reports suggest agitators gathering,Unver!fi3d reports sgge$7 agitat0®5 gathering,medium,THREAT
1050,"Target confirmed near sector 2, stay alert","7a®ge7 c0ñf1rmed near sector 2 , stay alert",medium,THREAT
1051,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted du3 to system anomaly,low,HATE
1052,"The source may shift position, keep eyes open","The 50u®ce m4y s#i-ft p0si7!on , k33p eyes 0pen",medium,HATE
1053,"Patrol cancelled, area seems unsafe","Patrol cancelled , area seems unsafe",low,HATE
1054,Unverified reports suggest agitators gathering,Unve®1fi3d rep0r7s sggest a9!7ator5 g@th3-riñg,medium,SAFE
1055,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload drop scheduled at 0500 hr5 , confirm 1ogistics",low,THREAT
1056,"Zone-A reports hostile movement, silent mode on","#Z0ñe$ - @ r3p0r7s #o571l3 mov3m3ñ7 , @s!leñt# m0de @0n@",high,SAFE
1057,Code Alpha – maintain schedule,Code Alpha – ma!nta!n schedule,medium,SAFE
1058,"Sector 5 shows suspicious activity, verify","Sector 5 s#0ws 5u5picious activity , verify",low,SAFE
1059,All units remain in blackout; maintain radio silence,All un1ts rem4in in blackout ; m4iñtaiñ radio silence,low,HATE
1060,Code Alpha – maintain schedule,Code Alpha – maint41n schedule,low,HATE
1061,"Payload drop scheduled at 0300 hrs, confirm logistics","Payl0ad drop s(hedv13d at 030_0 hr$ , (0nf1rm logis7!cs",medium,SAFE
1062,All units remain in blackout; maintain radio silence,All vñ1t$ remain in b|ackout ; maiñt4!n radio silence,medium,HATE
1063,"Multiple crossings detected near border side, alert command","Multiple crossings detected near borde® side , alert c0mmand",low,THREAT
1064,"Patrol cancelled, area seems unsafe","Patrol cancelled , area seem5 unsafe",low,THREAT
1065,"Send backup, radio is down","53nd 84ckp , ®4di0 15 down",medium,SAFE
1066,All units remain in blackout; maintain radio silence,All units remain in blackout ; mainta1n radio silence,low,SAFE
1067,All units remain in blackout; maintain radio silence,All units rem4in in blackout ; maintain radio silence,low,SAFE
1068,"Zone-1 reports hostile movement, silent mode on","Zone - 1 rep0rts hos7ile movement , silent mode on",low,THREAT
1069,Establish perimeter and monitor the north ridge,3$7a81!$h  p3r!m373® 4ñd m0n1tor t7#3 ñort# ®!d93,high,SAFE
1070,"Zone-1 reports hostile movement, silent mode on","Z0n3 - 1 repor7s h057il3 m0vemen7 , silent md3 ñ",medium,SAFE
1071,"Tango spotted near checkpoint, move to cover","Tan9o  5potted n3ar (h3(kpnt , move to cover",medium,HATE
1072,Mission NeonSky aborted due to system anomaly,Mi$5_i0n NeonSky 4b0rt3d due to sys7em 4nmaly,medium,THREAT
1073,"Sector 4 shows suspicious activity, verify","Sector 4 shows su5pic1ou5 activity , verify",low,SAFE
1074,"The source may shift position, keep eyes open","The source m4y s#if_t p0$i7!0ñ , keep eyes open",medium,HATE
1075,Need to secure base at dawn,ñed 70 secure 8se at dawn,medium,SAFE
1076,"The source may shift position, keep eyes open","7#3 source m@y shif7 po$17oñ , k3ep ey3s op3n",medium,SAFE
1077,"Operation Delta in two minutes, finalize readiness","0p3r@7ion De1ta in 7w0 minutes , fina1!ze r3ad1ñ35s",medium,SAFE
1078,"Tango spotted near checkpoint, move to cover","Tang0 spotted near checkpoint , move to cover",low,THREAT
1079,"Sector 1 shows suspicious activity, verify","Sector 1 shows suspicious ac7ivity , verify",low,THREAT
1080,"Send backup, radio is down","$3ñd 8@(k9up , ®4dio !5 down",high,SAFE
1081,Unverified reports suggest agitators gathering,Unverified report5 suggest agitators gat#ering,low,THREAT
1082,"Send backup, radio is down","Send backup , radio is d0wn",low,THREAT
1083,Establish perimeter and monitor the north ridge,Establish perimeter and m0nit0r th3 north ridge,low,THREAT
1084,Need to secure base at dawn,N33d to $53(u®3$ b49$3 47 d4wñ,high,HATE
1085,"Civilian movement reported near checkpoint, caution","Civilian movem3n7 ®3p0rt3d near c#3ckpont , caution",medium,SAFE
1086,"Transmission jam detected, postpone the meeting","Transmission j4m detected , postpone the meeting",low,SAFE
1087,"Target confirmed near sector 4, stay alert","Target c0nfirmed near sec7or 4 , stay alert",low,SAFE
1088,Code Alpha – maintain schedule,Code Alp#a – maintain schedule,low,SAFE
1089,Mission NeonSky aborted due to system anomaly,Mission NeonSky ab0rted due to sy5tem anomaly,low,THREAT
1090,"Transmission jam detected, postpone the meeting","Transmission jam detected , postpone the meeting",low,HATE
1091,"Zone-D reports hostile movement, silent mode on","Zone - D reports hostile movement , silent mode on",low,THREAT
1092,"Patrol cancelled, area seems unsafe","Patrol (@n(elled , 4r3a 5eem$ unsafe",medium,THREAT
1093,All units remain in blackout; maintain radio silence,$4131# vñ!7s ®em@1n @iñ$ @b|@ck0vt# ; ma1ñ7ain @rad1o$ 5113ñ(e,high,HATE
1094,"Payload drop scheduled at 0500 hrs, confirm logistics","Py10ad drop scheduled a7 0500 hrs , (onfirm logistics",medium,HATE
1095,Code Alpha – maintain schedule,Code Alpha – maintain schedule,low,THREAT
1096,"Send backup, radio is down","Send ba(kv-p , ®4d!o 1$ down",medium,HATE
1097,"Tango spotted near checkpoint, move to cover","Tango spotted near checkpoint , move to cover",low,THREAT
1098,"Civilian movement reported near checkpoint, caution","Civ1lian movement reported near checkpoint , caution",low,THREAT
1099,"Send backup, radio is down","$3ñd $84(kup2# , ®adio is d0wn",high,THREAT
1100,All units remain in blackout; maintain radio silence,All uñits remain in black0ut ; maintain radio 51lenc3,low,SAFE
1101,"Operation Delta in two minutes, finalize readiness","Opera7ion Delta in tw-0 minutes , f!ñ4|iz3 readiness",medium,SAFE
1102,Unverified reports suggest agitators gathering,Unverified r3po®7s suggest agitators gathering,low,THREAT
1103,"Zone-A reports hostile movement, silent mode on","Zoñ3  - 4 r3p50®75 #0571|3 m0v3m3ñt , s!13nt mod3 0n",high,THREAT
1104,"Zone-2 reports hostile movement, silent mode on","Z0ne  - 2 reports host1le movement , $1ent mod 0n-",medium,HATE
1105,Need to secure base at dawn,Need  to secure base at dawn,low,HATE
1106,"Civilian movement reported near checkpoint, caution","(iv!l!@ñ m0v3m3n7 ®ep0®7ed ñ34® (#3(kp0!nt , (@vti0n",high,THREAT
1107,Recon reports possible infiltration near hill-3,_R3(0ñ report5 possible !nfi|tr@t10ñ ñe@® h1l| - 3,medium,HATE
1108,Unverified reports suggest agitators gathering,Unverified repor7s suggest agitators gathering,medium,SAFE
1109,Need to secure base at dawn,Need  to secvre base at dawn,medium,THREAT
1110,"Target confirmed near sector 5, stay alert","$74®g307@ $(01nf!®m3d@ ñ3ar s3(70r 5 , $$27ay# @|3r7",high,SAFE
1111,"Sector 4 shows suspicious activity, verify","0Se(7o® 4 s5#ows sv$p1c!ovs 4ct!v!ty , ve®ify",high,HATE
1112,"Tango spotted near checkpoint, move to cover","Tang0 spotted near che(kpoint , _move 70 cover",medium,HATE
1113,"Operation Delta in two minutes, finalize readiness","0p3ratioñ Delta in 7w minut3s , finalize readin3s$",medium,HATE
1114,Unverified reports suggest agitators gathering,Unverified reports suggest agitators gathering,low,SAFE
1115,Code Alpha – maintain schedule,Code Alpha – maintain schedule,low,SAFE
1116,Need to secure base at dawn,Ne3d to secur3 b@5e at dawn,medium,SAFE
1117,"Tango spotted near checkpoint, move to cover","7ang0 spotted near ch3ckpoint , move to (over",low,THREAT
1118,"Civilian movement reported near checkpoint, caution","Civili4n movement reported near che(kpoint , caution",low,HATE
1119,"Send backup, radio is down","Send backup , radio is down",low,HATE
1120,Unverified reports suggest agitators gathering,Unv3r1fied reports suggest ag1tators gat#er1ng,low,SAFE
1121,"Package status unclear, abort the handover","Package $tatus unclear , a8ort t#e handover",medium,HATE
1122,"Target confirmed near sector 10, stay alert","T4rg3t coñfirmed n3a® s3(t0r 10 , stay 4l3rt",medium,SAFE
1123,Establish perimeter and monitor the north ridge,stabl$h p_er!met3r and m0-ni7or the nort# ridge,medium,SAFE
1124,"Payload drop scheduled at 0005 hrs, confirm logistics","Payload drop 5c#eduled at 0005 hrs , confirm logi5tics",low,THREAT
1125,Unverified reports suggest agitators gathering,vñve®1fi3d rep0®ts4 sv9ge$7 $a9i747o®$@ g@7#3®!ñ9,high,HATE
1126,Establish perimeter and monitor the north ridge,357@b1!sh per!m3t3® añd m0n!70r #70#3# ñ0rt# $®!d93@,high,HATE
1127,"Package status unclear, abort the handover","Package status unclear , abort the handover",low,HATE
1128,"Operation Delta in two minutes, finalize readiness","0p3ra710ñ De17a in two m!nvt35 , fin@|ize @®34diñ3ss#",high,THREAT
1129,"Send backup, radio is down","Send backvp , r4dio i5 down",low,SAFE
1130,"Tango spotted near checkpoint, move to cover","7ango spotted near checkpoñ7 , mov3 to cover",medium,SAFE
1131,"Civilian movement reported near checkpoint, caution","Civilian  m0vem3ñt reported near checkpoiñt , c4uti0ñ",low,HATE
1132,"Sector 5 shows suspicious activity, verify","Sector 5 shows suspicious activity , verify",low,SAFE
1133,Need to secure base at dawn,Need  to secure base at dawn,low,HATE
1134,Establish perimeter and monitor the north ridge,Establish perimeter and monitor the no®th ridge,low,HATE
1135,"Sector 4 shows suspicious activity, verify","5ect0r 4 5#ows suspicious activity , verify",low,THREAT
1136,"Target confirmed near sector 3, stay alert","Target confirmed n34r sector 3 , stay 4le®t",low,THREAT
1137,"Civilian movement reported near checkpoint, caution","Civilian movement reported n3ar checkpoint , caution",low,THREAT
1138,Code Alpha – maintain schedule,Code Alp#a – ma1nta1n schedule,medium,THREAT
1139,"Tango spotted near checkpoint, move to cover","7an9o sp07ted near checkpoint , mov3 to (0ver",medium,SAFE
1140,"Multiple crossings detected near border side, alert command","Multiple crossin9s detec7ed near border side , 4le®t command",low,SAFE
1141,Need to secure base at dawn,Need 70 5e(v®3 $bas3@ $at1# dawñ,high,THREAT
1142,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload drop scheduled at 0500 hrs , confirm l09isti(5",low,SAFE
1143,"Target confirmed near sector 12, stay alert","Ta®9et cnfirm3d ñ3@r se(to® 12 , stay alert",medium,THREAT
1144,"Package status unclear, abort the handover","Pa(k493 57a7vs uñc0|34r , a80®t 7#3 @hañd0ver#",high,SAFE
1145,"Civilian movement reported near checkpoint, caution","(vi|iañ movement reported near checkpoint , (@v7ioñ",medium,HATE
1146,"Operation Delta in two minutes, finalize readiness","0perati0n Delta !ñ 7wo miñvt35 , f1n@_liz3 readiness",medium,SAFE
1147,"Zone-D reports hostile movement, silent mode on","Zone - D reports h0s7i|e moveme-nt , si|eñ7 mode on",medium,SAFE
1148,"Civilian movement reported near checkpoint, caution","Cv1lian mvemen7 report3d near checkpo!ñt , cavt1on",medium,SAFE
1149,"Multiple crossings detected near border side, alert command","Multiple crossings detected ne4r border side , aler7 command",low,SAFE
1150,"Package status unclear, abort the handover","Package s7atvs vnclear , abort the h4ndover",low,SAFE
1151,"Target confirmed near sector 8, stay alert","Target confirmed nea® 5ector 8 , stay 4lert",low,THREAT
1152,All units remain in blackout; maintain radio silence,All units remain in blackou7 ; maintain radio 5ilence,low,HATE
1153,"Send backup, radio is down","S3nd 8@cku-p , radio is d0wn",medium,HATE
1154,"Send backup, radio is down","Señd backup , radio is down",medium,SAFE
1155,All units remain in blackout; maintain radio silence,All vnt$ ®em41n in 8l4(kout ; maintain radio $ilence,medium,SAFE
1156,Code Alpha – maintain schedule,C0de 4lph@ – m4in7aiñ sch3dule,medium,HATE
1157,"Multiple crossings detected near border side, alert command","Multiple crossings detected near border side , alert command",low,HATE
1158,Establish perimeter and monitor the north ridge,Establish pr1me7er and monitor 7#3 ñ0rth rid9e,medium,HATE
1159,"Civilian movement reported near checkpoint, caution","Civ!l1añ m0vemeñt report3d near che(kpo1nt , (ut10n",medium,HATE
1160,"Operation Delta in two minutes, finalize readiness","Operation Delta iñ 7wo m!nute5 , fiñ41iz3 ®e@diness",medium,THREAT
1161,"The source may shift position, keep eyes open","75h3  $0u®ce m@y 5#1ft p0$it1oñ , keep $3ye5@ @op3ñ@",high,SAFE
1162,"Payload drop scheduled at 0300 hrs, confirm logistics","P@yload d®p s(#3dvl-ed at 0300 hrs , (oñfi®m logi$t!(s",medium,SAFE
1163,"Patrol cancelled, area seems unsafe","P47r01  #c@ñc3ll3d# , @®3a 5313m5 un$afe",high,SAFE
1164,Mission NeonSky aborted due to system anomaly,Missi0ñ NoñSky 4b0rte_d dv3 7o_ system añ0ma1y,medium,SAFE
1165,"Multiple crossings detected near border side, alert command","Multiple crossings detected near border 5id3 , alert command",low,HATE
1166,Unverified reports suggest agitators gathering,Unv3r!fid reports sugges7 agi7ators gathering,medium,THREAT
1167,"Operation Delta in two minutes, finalize readiness","0pe®@71n  Delta in two miñute$ , finalize readiness",medium,THREAT
1168,Recon reports possible infiltration near hill-7,Recon reports possi81e 1nfilt®4tion ñear hill - 7,low,SAFE
1169,"Zone-D reports hostile movement, silent mode on","Zone - D repo®ts hostile movement , silent mode on",low,THREAT
1170,"Zone-2 reports hostile movement, silent mode on","5Z0ñe - 2 @r3p6o®ts# ##0$7i13# m0vem32ñ7 , $$i|3n7$ m0d3 0ñ7",high,SAFE
1171,"Zone-B reports hostile movement, silent mode on","5Z0ñe - B ®3p0®7$ h0sti13 mov3meñ7 , 51l3ñt mod53 oñ",high,SAFE
1172,"Civilian movement reported near checkpoint, caution","$Civ!11@ñ@ m0vem3ñ7 ®epo®t3d #ñ34®# #(#3ckp0int# , (avt!oñ",high,HATE
1173,Unverified reports suggest agitators gathering,Uñv3®if1ed @®3p0r575$ 5ugg357 @9!7@70®5 9@7h3r!ñ9,high,SAFE
1174,"Civilian movement reported near checkpoint, caution","Civilian movem3ñ7 reported ne@r (#3ckpo!ñ7 , caution",medium,SAFE
1175,"Civilian movement reported near checkpoint, caution","Civilian movement reported near che(kpoiñt , caution",low,SAFE
1176,"Multiple crossings detected near border side, alert command","Multiple (r0s51ngs detected near b0rder side , ale®t c0mmand",low,HATE
1177,"Civilian movement reported near checkpoint, caution","C!vil-4n m0v3m3nt ®ep0rted n34® (h3ckpo!ñ7 , c@ut!oñ",medium,SAFE
1178,"Multiple crossings detected near border side, alert command","6Mvlt!ple cro5$!n9$ d373(t3d ñe@® b0®d3® #s!de$ , #a|3®7# (0mm4ñd",high,SAFE
1179,"Package status unclear, abort the handover","Pa(kage statvs unclear , 48o®7 the handover",low,HATE
1180,"Multiple crossings detected near border side, alert command","Multiple crossings detected near border side , alert command",low,THREAT
1181,"Payload drop scheduled at 0300 hrs, confirm logistics","#Pay|0ad@ d®0p @sc#3dvl3d$ a7 0300 #®8s , (0nf1®m 1og1s71($",high,SAFE
1182,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted due to sys7em an0m41y,low,HATE
1183,"Target confirmed near sector 5, stay alert","Target confirmed near sector 5 , stay alert",low,SAFE
1184,"Tango spotted near checkpoint, move to cover","Tañ90 $p0773d near c#eckpo!n7 , move to cove®",medium,THREAT
1185,Recon reports possible infiltration near hill-2,Recon reports possible infi1tration ne4r hill - 2,low,HATE
1186,"Zone-C reports hostile movement, silent mode on","Zone - C ®ep0r75 h0stile m0veme-n7 , silent mode on",medium,SAFE
1187,Code Alpha – maintain schedule,(0d8e Alph4 – m4!ñt1a1ñ sc#3dv13,high,SAFE
1188,Recon reports possible infiltration near hill-3,®econ report5 possible infiltration near hill - 3,low,HATE
1189,All units remain in blackout; maintain radio silence,#@ll@ #uñ1t$$ ®3m@!n iñ 8l@(k0u7 ; ma1n7@1ñ rad1o s!len(e,high,SAFE
1190,Mission NeonSky aborted due to system anomaly,Missoñ NeonSky @80rted de 7o sys73m an0m4ly,medium,THREAT
1191,"Operation Delta in two minutes, finalize readiness","Operat1on Delta in two m1ñutes , finalize readines5",low,HATE
1192,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload drop 5(hedu1ed at 0500 hrs , confirm logistics",low,THREAT
1193,Unverified reports suggest agitators gathering,Unverified rep0®7s sugg$t agitators gathring,medium,THREAT
1194,"Patrol cancelled, area seems unsafe","Pa7ro1 can(e1led , area seems unsafe",low,THREAT
1195,"Send backup, radio is down","Send backup , ®ad1o is down",low,SAFE
1196,All units remain in blackout; maintain radio silence,Al1 units r3main in blackout ; ma1ñ7ain radio silence,low,SAFE
1197,Recon reports possible infiltration near hill-10,R(on ®epo®ts pos51b|3 iñfi|7ra7ioñ ñe4® h|1 - 10,medium,SAFE
1198,Mission NeonSky aborted due to system anomaly,Mission ñeonSky aborted due to system anomaly,low,HATE
1199,"The source may shift position, keep eyes open","The source may shift p0siti0ñ , ke3p 3yes open",medium,SAFE
1200,Need to secure base at dawn,ñe3d to #se(u®3$ @8@$3# 47 d4wñ,high,THREAT
1201,"Tango spotted near checkpoint, move to cover","Tango spotted near (h3ckp0in7 , move t cover",medium,HATE
1202,"Package status unclear, abort the handover","Package status unclear , abort the handover",low,HATE
1203,Mission NeonSky aborted due to system anomaly,M!1ssion Neoñ$ky ab0r7ed dve t0 5y5te1m @ñ0m4ly,high,SAFE
1204,"Multiple crossings detected near border side, alert command","M|t!p13 crossings de7ec73d near 8orde® 5!de , alert command",medium,THREAT
1205,"Tango spotted near checkpoint, move to cover","Tango spot7ed near checkpoint , move to cover",low,THREAT
1206,"Tango spotted near checkpoint, move to cover","Tango spotted near c#e-ckpoiñt , move to (ove®",medium,HATE
1207,"Payload drop scheduled at 0500 hrs, confirm logistics","P4ylo4d d®0p s(#3du|ed 4t 0500 $#r5# , (0ñf1rm logi5ti(2s",high,HATE
